text,majority_label,severity,labels,annotator_ids,targets
gab is a closed social network it is impossible to see any posts without registering first as such it is good for echo chamber but unusable for propaganda or making any statement this has to change otherwise it ll turn into an information ghetto or reservation for right wingers,1,Medium,"1, 1, 1","211, 207, 212","Other, None"
whoever posts the fucking spoilers for endgame is catching these fucking hands,1,Medium,"1, 1, 1","25, 6, 7",None
national capitalism now no wanting people to have money is hatespeech and stop calling it national capitalism we jews decided political dissenters of zionism should call themselves national socialists so that conservatives and christians capitalists never listen to them,2,High,"1, 2, 2","221, 202, 231","Christian, Jewish"
never let a nigga with no money disrespect you that ’ ghetto 🥴,2,High,"2, 2, 0","209, 212, 223","Other, African"
haredi none haredi jews have similar low math scores ashkenazi make up <number> of israel population so nope ashkenazi arent the exception all jews are hybrid mongerels jews are all low i q sand niggers there are no exceptions,0,Low,"2, 0, 0","207, 204, 203","Islam, Jewish, Arab"
<user> man niggas got thin ass jackets and shit 😭,2,High,"1, 2, 2","212, 223, 208",African
adios nigger lover,0,Low,"0, 0, 1","3, 4, 34","African, None"
<user> that ’ pretty gay bro,1,Medium,"1, 2, 1","215, 233, 213","Homosexual, None"
deport his unfunny fat kike ass back to canadastan make america funny again,0,Low,"0, 0, 0","9, 3, 4","Jewish, Refugee"
white sharia is shit we are not muslims and do not want to be fuck of with that retarded idea,0,Low,"0, 0, 2","205, 206, 207","Islam, Arab"
race is a social construct goy no difference see how beautiful all women are nsfw,1,Medium,"1, 1, 1","200, 228, 223","Other, Women, None"
i post a video showing the shocking promotion of violence by the south african eff themselves and jewtube still say i am promoting violence,2,High,"2, 2, 0","208, 228, 248","Jewish, African"
love one of you bucket headed hoes no way,2,High,"2, 2, 2","4, 8, 25",Women
<user> and exactly how many of those muslim countries are ready to accept the muslim refugees,1,Medium,"1, 1, 1","9, 25, 1",None
kiwiposse <user> the wobh post suggests otherwise it about the hate preacher that radicalises the muslim population once they tip over the <number> of the population threshold the cancer starts to bite no matter how reasonable we will eventually have the muslim ghettos that foment radical islam,2,High,"2, 0, 2","231, 223, 202",Islam
what a muslim does in the privacy of his own goat is disgusting better not put a picture here try not to imagine one either,0,Low,"0, 1, 0","213, 221, 217","Islam, Arab"
yeah you are filthy little bone smoking kike,0,Low,"0, 0, 0","96, 26, 23",Jewish
behind the rohinya muzzie sob story http :// <url>,0,Low,"0, 2, 0","4, 52, 67",Islam
that is just too retarded even by nigger standards,0,Low,"0, 0, 0","9, 4, 10","African, Homosexual"
i visited in that trip eng irl scotland saw ancient everything they are time itself i think maybe that why i get impatient about how they are allowing the muzzies destroy the place so rich in culture and historic timelessness europe is a living museum and should be respected as such,0,Low,"0, 0, 0","9, 3, 4","Islam, Refugee"
no more of this madness i shall take refugee in a bottle,1,Medium,"1, 1, 1","113, 1, 60",None
it like <number> <number> points above american whites in japan and south korea tbh but this is what happens when hostile aliens control your country watch out if you are eyeing south korea though since the importation of jungle asians and poo in the loos is occurring on the downlow,0,Low,"0, 0, 0","202, 200, 213","Asian, African, Refugee"
<user> <user> that india one day ll be a muslim country again and muslims ll occupy india and yes we ll give rights to minorities do not worry we ll make india as a muslim country one day,1,Medium,"1, 1, 1","18, 4, 1","Islam, None"
i dissent the pact between jews muslims to rig the towers with thermite while promising the arabs the usa in return the jew world order,2,High,"2, 2, 0","202, 205, 223","Islam, Jewish, Arab"
niggers dindu and do not do nuffin these apes are beyond just obsolete farm equipment oh and this don lemon monkey is a faggot too <user>,0,Low,"0, 2, 0","203, 221, 211","African, Homosexual"
the white bitch amber guyger has been locked away,1,Medium,"1, 1, 1","18, 30, 9",None
lol gross as fuck seriously dont post that shit i cant stand sand nigger chicks i will have to unfollow if you do,0,Low,"0, 0, 2","210, 205, 209","Islam, African, Arab"
<user> <user> shut up retard im going to sleep dont do anything dumb,2,High,"2, 2, 1","235, 222, 209","Other, None"
fox news is so desperate to change subject they are now talking about how robert de niro got upset waiting for his ride and how full of white privilege he is and oh how he used to be a good actor wow pitiful wtf tucker,1,Medium,"1, 1, 1","125, 4, 1",None
yeah if you do not support my corrupt multiculti globo homo military run by a corrupt government controlled by jews then you have no balls brilliant,0,Low,"2, 0, 0","199, 217, 247","Men, Jewish, Homosexual, Women"
if it had been a shitskin goatfucker from the mosque do you think they would have arrested him nope,0,Low,"0, 0, 2","221, 203, 211","Islam, Arab"
nigga melly said “ i get a ssi check i ’ m retarded fr ” 🤣,2,High,"2, 2, 2","214, 209, 227","Other, African"
it ghetto talk though it basically meant degenerate stereotypical trashy woman,2,High,"1, 2, 2","236, 241, 228","Women, African"
<user> i am clearly a fucking retard,2,High,"2, 2, 2","206, 199, 203",None
the only kike here is you,0,Low,"0, 0, 0","4, 17, 77",Jewish
black ppl who went to all white schools become annoying ass adults 😂 😂 😂 😂,1,Medium,"1, 1, 1","3, 4, 9","Caucasian, None"
failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion,0,Low,"0, 0, 0","4, 3, 171","Islam, African"
why do we allow any moslem filth brought here to begin with we have a right as a sovereign nation to disallow anyone we deem unworthy to be an american from coming here,0,Low,"0, 1, 0","25, 19, 4","Islam, Refugee, None"
saying the n word if you ’ re white means you ’ re racist and saying the f word if you ’ re straight means you ’ re homophobic idc what u say,2,High,"2, 1, 2","209, 235, 203","African, Homosexual, None"
<user> wow porch monkey ur mean,2,High,"0, 2, 2","4, 127, 52",African
<user> <user> all white men do is lie and colonize nothing else,1,Medium,"1, 0, 1","51, 4, 3","Caucasian, None"
i think our president is brilliant why are women such brainlets,2,High,"2, 2, 0","205, 231, 200",Women
<user> <user> islam makes all the fun stuff in life forbidden haram it sucks 😒,2,High,"2, 2, 2","212, 207, 221",Islam
<user> yeah there all nazis,1,Medium,"1, 1, 2","212, 209, 235","Other, Jewish, None"
<user> except for the illegally part sounds like that is the explanation based on what happens when they go to court where white cops dealing with black people in the us are concerned nothing is illegal,1,Medium,"1, 1, 1","9, 82, 111",None
i hate these faggots 🤷 🏾 ‍ ♂️,0,Low,"0, 0, 0","4, 105, 10",Homosexual
btw can i just say voting in washington is a fucking dream every state should do this,1,Medium,"2, 1, 1","209, 203, 235","Other, None"
it used to be associating with jews meant you had a good accountant or doctor and an extra dinner party to mark on the calendar now it means fbi raids bdsm perversion soiled potted plants and deep state coup attempts how the chosen have fallen,1,Medium,"1, 2, 1","202, 207, 221","Other, Jewish"
<user> <user> i gotta go right there just something about white ass cheeks that drives me crazy,1,Medium,"1, 1, 1","18, 17, 60",None
what is ppl views on paki men muslim men rapping white uk girls,2,High,"2, 1, 2","62, 6, 4","Men, Women, Islam, Other, None"
the american women in service are waiting for the call to deploy,1,Medium,"1, 1, 1","204, 207, 203",Women
i think at this point it better to just have a set day like every 1 2 th or something so people do not get confused like how we do with blackout you all really should be taking notes from the niggers,0,Low,"0, 0, 0","4, 97, 1","African, Jewish"
makes me want to puke so fucking tired of this moslem shite appeasement,0,Low,"0, 0, 0","25, 9, 4",Islam
well it sleeping beauty they plan to rewrite first cause she never gave consent to be kissed by the prince the left are seriously fucked in the head and if the bbc show it i am sure she will be a black moslem like thor was,1,Medium,"1, 1, 2","221, 211, 205","Islam, African, None"
i can not see the swedish problem in the usa you can flood us with illegal immigrant assholes but our dna as americans does not sit well with the whole boot on their necks theory,2,High,"2, 0, 2","228, 230, 208",Refugee
<user> i hate you,1,Medium,"1, 1, 0","204, 215, 221",None
lmao this snow nigger is fuming so hard he brought out his ebonics 😂 🤣 😂 🤣 😂 🤣 😂 😂 😂 🤣 😂 🤣 lol this is your future daughters homeboi,0,Low,"0, 0, 0","94, 4, 46","African, Caucasian"
<user> initially misread this as him wearing a dindu nuffin shirt,1,Medium,"1, 1, 1","9, 10, 91",None
oh wow i never knew that what a feminazi was holy shit i definitely do not fit that bill i just thought it was some made up word,2,High,"2, 2, 1","230, 212, 211","Women, None"
lmao insert some attempt a insult that only works w new right kike worshipping cerno dick sucking gorilla vox pedo faggots,0,Low,"0, 2, 0","209, 253, 222","Men, Women, Homosexual, Other, Jewish"
still the same nigga i am evolving doe,1,Medium,"1, 1, 1","96, 89, 1",None
i want to go back to school and get an education but i am poor and colleges are kike rip offs i am not satisfied with where i am in life and honestly have no clue where or how to start pushing forward,0,Low,"0, 2, 0","3, 57, 4",Jewish
my retarded liberal friends are all in a panic lots of crying and gnashing of teeth over the trump win i love it gabfam,2,High,"2, 2, 2","228, 200, 223","Other, None"
i would repatriate all mongoloid negroids if i had the power at this very moment giving each negroid and mongoloid as many jews as they wanted as slaves as an incentive to leave until all of them were gone,0,Low,"2, 0, 0","207, 202, 206","Asian, African, Jewish"
